serum,virus,replicate,concentration,well_id,plate_name,experiment_rep,fraction infectivity,input_folder,Unnamed: 9
hRSV90,RSV A 1982,1,12.3,,,mAb_1,0.021308448,24.09.12_RSVNeut,
hRSV90,RSV A 1982,1,4.1,,,mAb_1,0.233231665,24.09.12_RSVNeut,
hRSV90,RSV A 1982,1,1.4,,,mAb_1,0.556426113,24.09.12_RSVNeut,
hRSV90,RSV A 1982,1,0.5,,,mAb_1,0.956011976,24.09.12_RSVNeut,
hRSV90,RSV A 1982,1,0.2,,,mAb_1,1.290539217,24.09.12_RSVNeut,
hRSV90,RSV A 1982,2,1000.0,,,mAb_1,0.014214959,24.09.12_RSVNeut,
hRSV90,RSV A 1982,2,333.3,,,mAb_1,0.008803201,24.09.12_RSVNeut,
hRSV90,RSV A 1982,2,111.1,,,mAb_1,0.010489129,24.09.12_RSVNeut,
hRSV90,RSV A 1982,2,37.0,,,mAb_1,0.011281025,24.09.12_RSVNeut,
hRSV90,RSV A 1982,2,12.3,,,mAb_1,0.035803229,24.09.12_RSVNeut,
hRSV90,RSV A 1982,2,4.1,,,mAb_1,0.174469038,24.09.12_RSVNeut,
hRSV90,RSV A 1982,2,1.4,,,mAb_1,0.696477041,24.09.12_RSVNeut,
hRSV90,RSV A 1982,2,0.5,,,mAb_1,1.228418726,24.09.12_RSVNeut,
hRSV90,RSV A 1982,2,0.2,,,mAb_1,1.417298598,24.09.12_RSVNeut,
AM14,RSV A 1982,1,1000.0,,,mAb_1,0.00576993,24.09.12_RSVNeut,
AM14,RSV A 1982,1,333.3,,,mAb_1,0.038083779,24.09.12_RSVNeut,
AM14,RSV A 1982,1,111.1,,,mAb_1,0.008583541,24.09.12_RSVNeut,
AM14,RSV A 1982,1,37.0,,,mAb_1,0.015572096,24.09.12_RSVNeut,
AM14,RSV A 1982,1,12.3,,,mAb_1,0.036516775,24.09.12_RSVNeut,
AM14,RSV A 1982,1,4.1,,,mAb_1,0.095349358,24.09.12_RSVNeut,
AM14,RSV A 1982,1,1.4,,,mAb_1,0.26149369,24.09.12_RSVNeut,
AM14,RSV A 1982,1,0.5,,,mAb_1,0.533480706,24.09.12_RSVNeut,
AM14,RSV A 1982,1,0.2,,,mAb_1,0.707809833,24.09.12_RSVNeut,
AM14,RSV A 1982,2,1000.0,,,mAb_1,0.019195791,24.09.12_RSVNeut,
AM14,RSV A 1982,2,333.3,,,mAb_1,0.020846741,24.09.12_RSVNeut,
AM14,RSV A 1982,2,111.1,,,mAb_1,0.019629516,24.09.12_RSVNeut,
AM14,RSV A 1982,2,37.0,,,mAb_1,0.016957215,24.09.12_RSVNeut,
AM14,RSV A 1982,2,12.3,,,mAb_1,0.007489437,24.09.12_RSVNeut,
AM14,RSV A 1982,2,4.1,,,mAb_1,0.088046003,24.09.12_RSVNeut,
AM14,RSV A 1982,2,1.4,,,mAb_1,0.340823236,24.09.12_RSVNeut,
AM14,RSV A 1982,2,0.5,,,mAb_1,0.872764922,24.09.12_RSVNeut,
AM14,RSV A 1982,2,0.2,,,mAb_1,0.949156337,24.09.12_RSVNeut,
Suptavumab,RSV A 2020,1,1000.0,,,mAb_1,0.003076742,24.09.12_RSVNeut,
Suptavumab,RSV A 2020,1,333.3,,,mAb_1,0.008102579,24.09.12_RSVNeut,
Suptavumab,RSV A 2020,1,111.1,,,mAb_1,0.003130522,24.09.12_RSVNeut,
Suptavumab,RSV A 2020,1,37.0,,,mAb_1,0.003761137,24.09.12_RSVNeut,
Suptavumab,RSV A 2020,1,12.3,,,mAb_1,0.045314068,24.09.12_RSVNeut,
Suptavumab,RSV A 2020,1,4.1,,,mAb_1,0.331181303,24.09.12_RSVNeut,
Suptavumab,RSV A 2020,1,1.4,,,mAb_1,0.721260486,24.09.12_RSVNeut,
Suptavumab,RSV A 2020,1,0.5,,,mAb_1,0.909057113,24.09.12_RSVNeut,
Suptavumab,RSV A 2020,1,0.2,,,mAb_1,0.875227698,24.09.12_RSVNeut,
Suptavumab,RSV A 2020,2,1000.0,,,mAb_1,0.002914534,24.09.12_RSVNeut,
Suptavumab,RSV A 2020,2,333.3,,,mAb_1,0.002471282,24.09.12_RSVNeut,
Suptavumab,RSV A 2020,2,111.1,,,mAb_1,0.010703974,24.09.12_RSVNeut,
Suptavumab,RSV A 2020,2,37.0,,,mAb_1,0.011111662,24.09.12_RSVNeut,
Suptavumab,RSV A 2020,2,12.3,,,mAb_1,0.085475656,24.09.12_RSVNeut,
Suptavumab,RSV A 2020,2,4.1,,,mAb_1,0.269160708,24.09.12_RSVNeut,
Suptavumab,RSV A 2020,2,1.4,,,mAb_1,0.759513749,24.09.12_RSVNeut,
Suptavumab,RSV A 2020,2,0.5,,,mAb_1,1.135453971,24.09.12_RSVNeut,
Suptavumab,RSV A 2020,2,0.2,,,mAb_1,1.154537231,24.09.12_RSVNeut,
D25,RSV A 2020,1,1000.0,,,mAb_1,0.006122257,24.09.12_RSVNeut,
D25,RSV A 2020,1,333.3,,,mAb_1,0.002425309,24.09.12_RSVNeut,
D25,RSV A 2020,1,111.1,,,mAb_1,0.003313548,24.09.12_RSVNeut,
D25,RSV A 2020,1,37.0,,,mAb_1,0.026447664,24.09.12_RSVNeut,
D25,RSV A 2020,1,12.3,,,mAb_1,0.234030161,24.09.12_RSVNeut,
D25,RSV A 2020,1,4.1,,,mAb_1,0.574579611,24.09.12_RSVNeut,
D25,RSV A 2020,1,1.4,,,mAb_1,0.863170547,24.09.12_RSVNeut,
D25,RSV A 2020,1,0.5,,,mAb_1,0.887371591,24.09.12_RSVNeut,
D25,RSV A 2020,1,0.2,,,mAb_1,0.931610057,24.09.12_RSVNeut,
D25,RSV A 2020,2,1000.0,,,mAb_1,0.001389608,24.09.12_RSVNeut,
D25,RSV A 2020,2,333.3,,,mAb_1,0.003696948,24.09.12_RSVNeut,
D25,RSV A 2020,2,111.1,,,mAb_1,0.003006481,24.09.12_RSVNeut,
D25,RSV A 2020,2,37.0,,,mAb_1,0.01881436,24.09.12_RSVNeut,
D25,RSV A 2020,2,12.3,,,mAb_1,0.229693057,24.09.12_RSVNeut,
D25,RSV A 2020,2,4.1,,,mAb_1,0.505619648,24.09.12_RSVNeut,
D25,RSV A 2020,2,1.4,,,mAb_1,0.888239012,24.09.12_RSVNeut,
D25,RSV A 2020,2,0.5,,,mAb_1,1.070397403,24.09.12_RSVNeut,
D25,RSV A 2020,2,0.2,,,mAb_1,1.125912341,24.09.12_RSVNeut,
Nirsevimab,RSV A 2020,1,1000.0,,,mAb_1,0.000370389,24.09.12_RSVNeut,
Nirsevimab,RSV A 2020,1,333.3,,,mAb_1,0.000889106,24.09.12_RSVNeut,
Nirsevimab,RSV A 2020,1,111.1,,,mAb_1,0.001004473,24.09.12_RSVNeut,
Nirsevimab,RSV A 2020,1,37.0,,,mAb_1,0.003823591,24.09.12_RSVNeut,
Nirsevimab,RSV A 2020,1,12.3,,,mAb_1,0.022743776,24.09.12_RSVNeut,
Nirsevimab,RSV A 2020,1,4.1,,,mAb_1,0.322767321,24.09.12_RSVNeut,
Nirsevimab,RSV A 2020,1,1.4,,,mAb_1,0.979318207,24.09.12_RSVNeut,
Nirsevimab,RSV A 2020,1,0.5,,,mAb_1,0.963704631,24.09.12_RSVNeut,
Nirsevimab,RSV A 2020,1,0.2,,,mAb_1,0.987992416,24.09.12_RSVNeut,
Nirsevimab,RSV A 2020,2,1000.0,,,mAb_1,0.004880977,24.09.12_RSVNeut,
Nirsevimab,RSV A 2020,2,333.3,,,mAb_1,0.004782091,24.09.12_RSVNeut,
Nirsevimab,RSV A 2020,2,111.1,,,mAb_1,0.007026109,24.09.12_RSVNeut,
Nirsevimab,RSV A 2020,2,37.0,,,mAb_1,0.006159556,24.09.12_RSVNeut,
Nirsevimab,RSV A 2020,2,12.3,,,mAb_1,0.023975514,24.09.12_RSVNeut,
Nirsevimab,RSV A 2020,2,4.1,,,mAb_1,0.342371033,24.09.12_RSVNeut,
Nirsevimab,RSV A 2020,2,1.4,,,mAb_1,0.810951809,24.09.12_RSVNeut,
Nirsevimab,RSV A 2020,2,0.5,,,mAb_1,0.878697382,24.09.12_RSVNeut,
Nirsevimab,RSV A 2020,2,0.2,,,mAb_1,0.930742636,24.09.12_RSVNeut,
MPE8,RSV A 2020,1,1000.0,,,mAb_1,0.002146877,24.09.12_RSVNeut,
MPE8,RSV A 2020,1,333.3,,,mAb_1,0.007289283,24.09.12_RSVNeut,
MPE8,RSV A 2020,1,111.1,,,mAb_1,0.0166554,24.09.12_RSVNeut,
MPE8,RSV A 2020,1,37.0,,,mAb_1,0.027112874,24.09.12_RSVNeut,
MPE8,RSV A 2020,1,12.3,,,mAb_1,0.185123348,24.09.12_RSVNeut,
MPE8,RSV A 2020,1,4.1,,,mAb_1,0.552356597,24.09.12_RSVNeut,
MPE8,RSV A 2020,1,1.4,,,mAb_1,1.10031519,24.09.12_RSVNeut,
MPE8,RSV A 2020,1,0.5,,,mAb_1,1.429350969,24.09.12_RSVNeut,
MPE8,RSV A 2020,1,0.2,,,mAb_1,1.435052084,24.09.12_RSVNeut,
MPE8,RSV A 2020,2,1000.0,,,mAb_1,0.000499662,24.09.12_RSVNeut,
MPE8,RSV A 2020,2,333.3,,,mAb_1,0.002160723,24.09.12_RSVNeut,
MPE8,RSV A 2020,2,111.1,,,mAb_1,0.002997158,24.09.12_RSVNeut,
MPE8,RSV A 2020,2,37.0,,,mAb_1,0.022014448,24.09.12_RSVNeut,
MPE8,RSV A 2020,2,12.3,,,mAb_1,0.290023863,24.09.12_RSVNeut,
MPE8,RSV A 2020,2,4.1,,,mAb_1,0.619141086,24.09.12_RSVNeut,
MPE8,RSV A 2020,2,1.4,,,mAb_1,1.254245295,24.09.12_RSVNeut,
MPE8,RSV A 2020,2,0.5,,,mAb_1,1.321029784,24.09.12_RSVNeut,
MPE8,RSV A 2020,2,0.2,,,mAb_1,1.347092024,24.09.12_RSVNeut,
Clesrovimab,RSV A 2020,1,1000.0,,,mAb_1,0.006701253,24.09.12_RSVNeut,
Clesrovimab,RSV A 2020,1,333.3,,,mAb_1,0.002654276,24.09.12_RSVNeut,
Clesrovimab,RSV A 2020,1,111.1,,,mAb_1,0.004486777,24.09.12_RSVNeut,
Clesrovimab,RSV A 2020,1,37.0,,,mAb_1,0.002293477,24.09.12_RSVNeut,
Clesrovimab,RSV A 2020,1,12.3,,,mAb_1,0.007813785,24.09.12_RSVNeut,
Clesrovimab,RSV A 2020,1,4.1,,,mAb_1,0.088855949,24.09.12_RSVNeut,
Clesrovimab,RSV A 2020,1,1.4,,,mAb_1,0.63314954,24.09.12_RSVNeut,
Clesrovimab,RSV A 2020,1,0.5,,,mAb_1,0.972447326,24.09.12_RSVNeut,
Clesrovimab,RSV A 2020,1,0.2,,,mAb_1,1.001767346,24.09.12_RSVNeut,
Clesrovimab,RSV A 2020,2,1000.0,,,mAb_1,0.002027968,24.09.12_RSVNeut,
Clesrovimab,RSV A 2020,2,333.3,,,mAb_1,0.001572693,24.09.12_RSVNeut,
Clesrovimab,RSV A 2020,2,111.1,,,mAb_1,0.000406489,24.09.12_RSVNeut,
Clesrovimab,RSV A 2020,2,37.0,,,mAb_1,0.003346554,24.09.12_RSVNeut,
Clesrovimab,RSV A 2020,2,12.3,,,mAb_1,0.003491526,24.09.12_RSVNeut,
Clesrovimab,RSV A 2020,2,4.1,,,mAb_1,0.0821775,24.09.12_RSVNeut,
Clesrovimab,RSV A 2020,2,1.4,,,mAb_1,0.199864802,24.09.12_RSVNeut,
Clesrovimab,RSV A 2020,2,0.5,,,mAb_1,0.510168346,24.09.12_RSVNeut,
Clesrovimab,RSV A 2020,2,0.2,,,mAb_1,0.978962886,24.09.12_RSVNeut,
Palivizumab,RSV A 2020,1,1000.0,,,mAb_1,0.013161431,24.09.12_RSVNeut,
Palivizumab,RSV A 2020,1,333.3,,,mAb_1,0.106285072,24.09.12_RSVNeut,
Palivizumab,RSV A 2020,1,111.1,,,mAb_1,0.588843732,24.09.12_RSVNeut,
Palivizumab,RSV A 2020,1,37.0,,,mAb_1,1.215151935,24.09.12_RSVNeut,
Palivizumab,RSV A 2020,1,12.3,,,mAb_1,1.510795468,24.09.12_RSVNeut,
Palivizumab,RSV A 2020,1,4.1,,,mAb_1,1.277864199,24.09.12_RSVNeut,
Palivizumab,RSV A 2020,1,1.4,,,mAb_1,1.022942916,24.09.12_RSVNeut,
Palivizumab,RSV A 2020,1,0.5,,,mAb_1,1.174429685,24.09.12_RSVNeut,
Palivizumab,RSV A 2020,1,0.2,,,mAb_1,1.042489595,24.09.12_RSVNeut,
Palivizumab,RSV A 2020,2,1000.0,,,mAb_1,0.001681014,24.09.12_RSVNeut,
Palivizumab,RSV A 2020,2,333.3,,,mAb_1,0.092358063,24.09.12_RSVNeut,
Palivizumab,RSV A 2020,2,111.1,,,mAb_1,0.552519486,24.09.12_RSVNeut,
Palivizumab,RSV A 2020,2,37.0,,,mAb_1,1.303926439,24.09.12_RSVNeut,
Palivizumab,RSV A 2020,2,12.3,,,mAb_1,1.539301043,24.09.12_RSVNeut,
Palivizumab,RSV A 2020,2,4.1,,,mAb_1,1.08402629,24.09.12_RSVNeut,
Palivizumab,RSV A 2020,2,1.4,,,mAb_1,1.208636375,24.09.12_RSVNeut,
Palivizumab,RSV A 2020,2,0.5,,,mAb_1,1.006654016,24.09.12_RSVNeut,
Palivizumab,RSV A 2020,2,0.2,,,mAb_1,1.154883005,24.09.12_RSVNeut,
hRSV90,RSV A 2020,1,1000.0,,,mAb_1,0.002128427,24.09.12_RSVNeut,
hRSV90,RSV A 2020,1,333.3,,,mAb_1,0.001712843,24.09.12_RSVNeut,
hRSV90,RSV A 2020,1,111.1,,,mAb_1,0.001455988,24.09.12_RSVNeut,
hRSV90,RSV A 2020,1,37.0,,,mAb_1,0.005349928,24.09.12_RSVNeut,
hRSV90,RSV A 2020,1,12.3,,,mAb_1,0.003753247,24.09.12_RSVNeut,
hRSV90,RSV A 2020,1,4.1,,,mAb_1,0.105339105,24.09.12_RSVNeut,
hRSV90,RSV A 2020,1,1.4,,,mAb_1,0.38037518,24.09.12_RSVNeut,
hRSV90,RSV A 2020,1,0.5,,,mAb_1,0.457792208,24.09.12_RSVNeut,
hRSV90,RSV A 2020,1,0.2,,,mAb_1,1.02020202,24.09.12_RSVNeut,
hRSV90,RSV A 2020,2,1000.0,,,mAb_1,0.004904762,24.09.12_RSVNeut,
hRSV90,RSV A 2020,2,333.3,,,mAb_1,0.005342713,24.09.12_RSVNeut,
hRSV90,RSV A 2020,2,111.1,,,mAb_1,0.006870851,24.09.12_RSVNeut,
hRSV90,RSV A 2020,2,37.0,,,mAb_1,0.003734488,24.09.12_RSVNeut,
hRSV90,RSV A 2020,2,12.3,,,mAb_1,0.013391053,24.09.12_RSVNeut,
hRSV90,RSV A 2020,2,4.1,,,mAb_1,0.068405483,24.09.12_RSVNeut,
hRSV90,RSV A 2020,2,1.4,,,mAb_1,0.443217893,24.09.12_RSVNeut,
hRSV90,RSV A 2020,2,0.5,,,mAb_1,0.852813853,24.09.12_RSVNeut,
hRSV90,RSV A 2020,2,0.2,,,mAb_1,0.727272727,24.09.12_RSVNeut,
AM14,RSV A 2020,1,1000.0,,,mAb_1,0.006486291,24.09.12_RSVNeut,
AM14,RSV A 2020,1,333.3,,,mAb_1,0.007279942,24.09.12_RSVNeut,
AM14,RSV A 2020,1,111.1,,,mAb_1,0.003304473,24.09.12_RSVNeut,
AM14,RSV A 2020,1,37.0,,,mAb_1,0.002638528,24.09.12_RSVNeut,
AM14,RSV A 2020,1,12.3,,,mAb_1,0.013354978,24.09.12_RSVNeut,
AM14,RSV A 2020,1,4.1,,,mAb_1,0.062886003,24.09.12_RSVNeut,
AM14,RSV A 2020,1,1.4,,,mAb_1,0.29978355,24.09.12_RSVNeut,
AM14,RSV A 2020,1,0.5,,,mAb_1,0.791486291,24.09.12_RSVNeut,
AM14,RSV A 2020,1,0.2,,,mAb_1,1.106060606,24.09.12_RSVNeut,
AM14,RSV A 2020,2,1000.0,,,mAb_1,0.003370851,24.09.12_RSVNeut,
AM14,RSV A 2020,2,333.3,,,mAb_1,0.008903319,24.09.12_RSVNeut,
AM14,RSV A 2020,2,111.1,,,mAb_1,0.001370851,24.09.12_RSVNeut,
AM14,RSV A 2020,2,37.0,,,mAb_1,0.000481746,24.09.12_RSVNeut,
AM14,RSV A 2020,2,12.3,,,mAb_1,0.008946609,24.09.12_RSVNeut,
AM14,RSV A 2020,2,4.1,,,mAb_1,0.062380952,24.09.12_RSVNeut,
AM14,RSV A 2020,2,1.4,,,mAb_1,0.327128427,24.09.12_RSVNeut,
AM14,RSV A 2020,2,0.5,,,mAb_1,0.667316017,24.09.12_RSVNeut,
AM14,RSV A 2020,2,0.2,,,mAb_1,0.764069264,24.09.12_RSVNeut,
Suptavumab,RSV B 2024,1,1000.0,,,mAb_1,1.029997111,24.09.12_RSVNeut,
Suptavumab,RSV B 2024,1,333.3,,,mAb_1,1.261155793,24.09.12_RSVNeut,
Suptavumab,RSV B 2024,1,111.1,,,mAb_1,0.956137017,24.09.12_RSVNeut,
Suptavumab,RSV B 2024,1,37.0,,,mAb_1,1.069587825,24.09.12_RSVNeut,
Suptavumab,RSV B 2024,1,12.3,,,mAb_1,0.871102124,24.09.12_RSVNeut,
Suptavumab,RSV B 2024,1,4.1,,,mAb_1,1.193042738,24.09.12_RSVNeut,
Suptavumab,RSV B 2024,1,1.4,,,mAb_1,0.993173491,24.09.12_RSVNeut,
Suptavumab,RSV B 2024,1,0.5,,,mAb_1,1.226034999,24.09.12_RSVNeut,
Suptavumab,RSV B 2024,1,0.2,,,mAb_1,0.785747951,24.09.12_RSVNeut,
Suptavumab,RSV B 2024,2,1000.0,,,mAb_1,0.810758214,24.09.12_RSVNeut,
Suptavumab,RSV B 2024,2,333.3,,,mAb_1,1.251577395,24.09.12_RSVNeut,
Suptavumab,RSV B 2024,2,111.1,,,mAb_1,0.698690952,24.09.12_RSVNeut,
Suptavumab,RSV B 2024,2,37.0,,,mAb_1,0.998388396,24.09.12_RSVNeut,
Suptavumab,RSV B 2024,2,12.3,,,mAb_1,0.87791343,24.09.12_RSVNeut,
Suptavumab,RSV B 2024,2,4.1,,,mAb_1,1.211135268,24.09.12_RSVNeut,
Suptavumab,RSV B 2024,2,1.4,,,mAb_1,0.980402293,24.09.12_RSVNeut,
Suptavumab,RSV B 2024,2,0.5,,,mAb_1,1.110029951,24.09.12_RSVNeut,
Suptavumab,RSV B 2024,2,0.2,,,mAb_1,0.984978639,24.09.12_RSVNeut,
D25,RSV B 2024,1,1000.0,,,mAb_1,0.00823423,24.09.12_RSVNeut,
D25,RSV B 2024,1,333.3,,,mAb_1,0.001935901,24.09.12_RSVNeut,
D25,RSV B 2024,1,111.1,,,mAb_1,0.000262235,24.09.12_RSVNeut,
D25,RSV B 2024,1,37.0,,,mAb_1,0.001768811,24.09.12_RSVNeut,
D25,RSV B 2024,1,12.3,,,mAb_1,0.015836285,24.09.12_RSVNeut,
D25,RSV B 2024,1,4.1,,,mAb_1,0.413467532,24.09.12_RSVNeut,
D25,RSV B 2024,1,1.4,,,mAb_1,0.704650845,24.09.12_RSVNeut,
D25,RSV B 2024,1,0.5,,,mAb_1,0.959968376,24.09.12_RSVNeut,
D25,RSV B 2024,1,0.2,,,mAb_1,1.079166223,24.09.12_RSVNeut,
D25,RSV B 2024,2,1000.0,,,mAb_1,0.004514618,24.09.12_RSVNeut,
D25,RSV B 2024,2,333.3,,,mAb_1,0.000173369,24.09.12_RSVNeut,
D25,RSV B 2024,2,111.1,,,mAb_1,0.002712815,24.09.12_RSVNeut,
D25,RSV B 2024,2,37.0,,,mAb_1,0.007985191,24.09.12_RSVNeut,
D25,RSV B 2024,2,12.3,,,mAb_1,0.022275098,24.09.12_RSVNeut,
D25,RSV B 2024,2,4.1,,,mAb_1,0.382923084,24.09.12_RSVNeut,
D25,RSV B 2024,2,1.4,,,mAb_1,0.805756161,24.09.12_RSVNeut,
D25,RSV B 2024,2,0.5,,,mAb_1,0.806714001,24.09.12_RSVNeut,
D25,RSV B 2024,2,0.2,,,mAb_1,0.886427561,24.09.12_RSVNeut,
Nirsevimab,RSV B 2024,1,1000.0,,,mAb_1,0.008957931,24.09.12_RSVNeut,
Nirsevimab,RSV B 2024,1,333.3,,,mAb_1,0.005706597,24.09.12_RSVNeut,
Nirsevimab,RSV B 2024,1,111.1,,,mAb_1,0.009788059,24.09.12_RSVNeut,
Nirsevimab,RSV B 2024,1,37.0,,,mAb_1,0.003895215,24.09.12_RSVNeut,
Nirsevimab,RSV B 2024,1,12.3,,,mAb_1,0.009867879,24.09.12_RSVNeut,
Nirsevimab,RSV B 2024,1,4.1,,,mAb_1,0.064004987,24.09.12_RSVNeut,
Nirsevimab,RSV B 2024,1,1.4,,,mAb_1,0.270855822,24.09.12_RSVNeut,
Nirsevimab,RSV B 2024,1,0.5,,,mAb_1,0.637389202,24.09.12_RSVNeut,
Nirsevimab,RSV B 2024,1,0.2,,,mAb_1,0.783938698,24.09.12_RSVNeut,
Nirsevimab,RSV B 2024,2,1000.0,,,mAb_1,0.00299591,24.09.12_RSVNeut,
Nirsevimab,RSV B 2024,2,333.3,,,mAb_1,0.002921412,24.09.12_RSVNeut,
Nirsevimab,RSV B 2024,2,111.1,,,mAb_1,0.009840208,24.09.12_RSVNeut,
Nirsevimab,RSV B 2024,2,37.0,,,mAb_1,0.004051663,24.09.12_RSVNeut,
Nirsevimab,RSV B 2024,2,12.3,,,mAb_1,0.002006142,24.09.12_RSVNeut,
Nirsevimab,RSV B 2024,2,4.1,,,mAb_1,0.03226856,24.09.12_RSVNeut,
Nirsevimab,RSV B 2024,2,1.4,,,mAb_1,0.289480486,24.09.12_RSVNeut,
Nirsevimab,RSV B 2024,2,0.5,,,mAb_1,0.804798321,24.09.12_RSVNeut,
Nirsevimab,RSV B 2024,2,0.2,,,mAb_1,0.918674836,24.09.12_RSVNeut,
MPE8,RSV B 2024,1,1000.0,,,mAb_1,0.007641745,24.09.12_RSVNeut,
MPE8,RSV B 2024,1,333.3,,,mAb_1,0.000878083,24.09.12_RSVNeut,
MPE8,RSV B 2024,1,111.1,,,mAb_1,0.003022615,24.09.12_RSVNeut,
MPE8,RSV B 2024,1,37.0,,,mAb_1,0.009431097,24.09.12_RSVNeut,
MPE8,RSV B 2024,1,12.3,,,mAb_1,0.068748799,24.09.12_RSVNeut,
MPE8,RSV B 2024,1,4.1,,,mAb_1,0.388141457,24.09.12_RSVNeut,
MPE8,RSV B 2024,1,1.4,,,mAb_1,0.965308476,24.09.12_RSVNeut,
MPE8,RSV B 2024,1,0.5,,,mAb_1,1.197610353,24.09.12_RSVNeut,
MPE8,RSV B 2024,1,0.2,,,mAb_1,1.367352169,24.09.12_RSVNeut,
MPE8,RSV B 2024,2,1000.0,,,mAb_1,0.016388942,24.09.12_RSVNeut,
MPE8,RSV B 2024,2,333.3,,,mAb_1,0.014200461,24.09.12_RSVNeut,
MPE8,RSV B 2024,2,111.1,,,mAb_1,0.026616055,24.09.12_RSVNeut,
MPE8,RSV B 2024,2,37.0,,,mAb_1,0.011778781,24.09.12_RSVNeut,
MPE8,RSV B 2024,2,12.3,,,mAb_1,0.073121276,24.09.12_RSVNeut,
MPE8,RSV B 2024,2,4.1,,,mAb_1,0.544205266,24.09.12_RSVNeut,
MPE8,RSV B 2024,2,1.4,,,mAb_1,1.326542379,24.09.12_RSVNeut,
MPE8,RSV B 2024,2,0.5,,,mAb_1,1.777243898,24.09.12_RSVNeut,
MPE8,RSV B 2024,2,0.2,,,mAb_1,1.226535973,24.09.12_RSVNeut,
Clesrovimab,RSV B 2024,1,1000.0,,,mAb_1,0.017590813,24.09.12_RSVNeut,
Clesrovimab,RSV B 2024,1,333.3,,,mAb_1,0.012254148,24.09.12_RSVNeut,
Clesrovimab,RSV B 2024,1,111.1,,,mAb_1,0.012583766,24.09.12_RSVNeut,
Clesrovimab,RSV B 2024,1,37.0,,,mAb_1,0.026683324,24.09.12_RSVNeut,
Clesrovimab,RSV B 2024,1,12.3,,,mAb_1,0.018797168,24.09.12_RSVNeut,
Clesrovimab,RSV B 2024,1,4.1,,,mAb_1,0.009859376,24.09.12_RSVNeut,
Clesrovimab,RSV B 2024,1,1.4,,,mAb_1,0.283201999,24.09.12_RSVNeut,
Clesrovimab,RSV B 2024,1,0.5,,,mAb_1,0.969344609,24.09.12_RSVNeut,
Clesrovimab,RSV B 2024,1,0.2,,,mAb_1,1.222051381,24.09.12_RSVNeut,
Clesrovimab,RSV B 2024,2,1000.0,,,mAb_1,0.014016593,24.09.12_RSVNeut,
Clesrovimab,RSV B 2024,2,333.3,,,mAb_1,0.007939971,24.09.12_RSVNeut,
Clesrovimab,RSV B 2024,2,111.1,,,mAb_1,0.001452111,24.09.12_RSVNeut,
Clesrovimab,RSV B 2024,2,37.0,,,mAb_1,0.003327567,24.09.12_RSVNeut,
Clesrovimab,RSV B 2024,2,12.3,,,mAb_1,0.002065155,24.09.12_RSVNeut,
Clesrovimab,RSV B 2024,2,4.1,,,mAb_1,0.012884233,24.09.12_RSVNeut,
Clesrovimab,RSV B 2024,2,1.4,,,mAb_1,0.161602281,24.09.12_RSVNeut,
Clesrovimab,RSV B 2024,2,0.5,,,mAb_1,0.70363252,24.09.12_RSVNeut,
Clesrovimab,RSV B 2024,2,0.2,,,mAb_1,1.114869626,24.09.12_RSVNeut,
Palivizumab,RSV B 2024,1,1000.0,,,mAb_1,0.014852969,24.09.12_RSVNeut,
Palivizumab,RSV B 2024,1,333.3,,,mAb_1,0.047559101,24.09.12_RSVNeut,
Palivizumab,RSV B 2024,1,111.1,,,mAb_1,0.308764175,24.09.12_RSVNeut,
Palivizumab,RSV B 2024,1,37.0,,,mAb_1,0.872701646,24.09.12_RSVNeut,
Palivizumab,RSV B 2024,1,12.3,,,mAb_1,2.345441732,24.09.12_RSVNeut,
Palivizumab,RSV B 2024,1,4.1,,,mAb_1,2.129284387,24.09.12_RSVNeut,
Palivizumab,RSV B 2024,1,1.4,,,mAb_1,1.974565956,24.09.12_RSVNeut,
Palivizumab,RSV B 2024,1,0.5,,,mAb_1,0.901851496,24.09.12_RSVNeut,
Palivizumab,RSV B 2024,1,0.2,,,mAb_1,0.952751618,24.09.12_RSVNeut,
Palivizumab,RSV B 2024,2,1000.0,,,mAb_1,0.003953168,24.09.12_RSVNeut,
Palivizumab,RSV B 2024,2,333.3,,,mAb_1,0.021891537,24.09.12_RSVNeut,
Palivizumab,RSV B 2024,2,111.1,,,mAb_1,0.239477225,24.09.12_RSVNeut,
Palivizumab,RSV B 2024,2,37.0,,,mAb_1,0.917771798,24.09.12_RSVNeut,
Palivizumab,RSV B 2024,2,12.3,,,mAb_1,1.296271382,24.09.12_RSVNeut,
Palivizumab,RSV B 2024,2,4.1,,,mAb_1,0.699372157,24.09.12_RSVNeut,
Palivizumab,RSV B 2024,2,1.4,,,mAb_1,0.73233391,24.09.12_RSVNeut,
Palivizumab,RSV B 2024,2,0.5,,,mAb_1,0.695560254,24.09.12_RSVNeut,
Palivizumab,RSV B 2024,2,0.2,,,mAb_1,0.504292395,24.09.12_RSVNeut,
hRSV90,RSV B 2024,1,1000.0,,,mAb_1,0.543751109,24.09.12_RSVNeut,
hRSV90,RSV B 2024,1,333.3,,,mAb_1,0.718704835,24.09.12_RSVNeut,
hRSV90,RSV B 2024,1,111.1,,,mAb_1,0.784249094,24.09.12_RSVNeut,
hRSV90,RSV B 2024,1,37.0,,,mAb_1,0.538553209,24.09.12_RSVNeut,
hRSV90,RSV B 2024,1,12.3,,,mAb_1,1.080149091,24.09.12_RSVNeut,
